title,rating,date,text,verified,helpful
,5.0,"Reviewed in the United States on October 27, 2022","I love this laptop. It replaced an Acer aspire 5 slim, which was quite heavy, and had a battery that lasted five hours. In power saver mode. It was only two years old and rarely used until I started a new job and school. I had my MacBook going from 8:30 AM to 8:30 PM pretty much consistently, and it still had 55% battery life. Because I have an iPhone, I can make calls and send texts with it. My iPad can be used for sidecar, which is basically wireless screen mirroring, allowing me to have a portable second monitor. The mac doesn’t skip a beat- I can leave it closed overnight, and everything is exactly the same the next morning without crashing or reloading. It’s not at all heavy, and the size is exactly what a laptop should be. The Mac OS not supporting steam titles thing isn’t a huge deal- If I want a gaming machine, I have a desktop. For getting things done, this is an absolutely perfect daily driver, and I wouldn’t hesitate to recommend it to anyone. My one gripe is lack of USB-A ports, but I’ll buy an adapter and move on with my life. Overall, try a MacBook Air… You’ll like it. UPDATE: I found a program called Parsec and so long as my Mac has a stable WiFi connection, I can remote into my desktop and use steam along with everything else.",True,103 people found this helpful
,5.0,"Reviewed in the United States on November 7, 2024","Pros:
- intact without any scratches
- good sound quality
- fast and powerful
- good battery life
- perfect for travel and non computational demenading work",True,12 people found this helpful
,3.0,"Reviewed in the United States on December 2, 2024","i really liked the M1 2020 MacBook Air but find the system's constant pop-up suggestions/lexicon editorial moments quite annoying. MORE IMPORTANTLY and equally annoying, the CHARGER that came with this Mac simply conked out after fewer than 4 months. Could find no way to return charger without sending back the computer as well. So be provident and have extra charger on hand.",True,One person found this helpful
,5.0,"Reviewed in the United States on November 12, 2024",Product is real premium quality keyboard functionality is good it’s really fast to love it,True,0 people found this helpful
,5.0,"Reviewed in the United States on April 4, 2021","I love this little computer! When I was looking for a laptop to buy, I almost went with a used, older MacBook Air. I decided to just spend the extra money and get a brand new computer and the newest model and I’m so happy I did because Apple’s M1 chip is impressive. After two months of owning this laptop, I think my favorite thing is the battery life. For lighter tasks (web browsing, listening to music, steaming Netflix etc), the battery could last the entire day, and I love how I can take this thing anywhere with me without having to lug a charger around as well. For heavier tasks, it of course doesn’t last all day but you get a lot of hours out of the battery. It rarely gets hot, and doesn’t even have a fan, so you know how efficient that chip is running. I also love the fanless design because I can have it with me in my bed or anywhere and not worry about blocking vents or getting dog hair in those fans. I don’t use it for anything crazy, mainly just work and personal stuff, along with frequent streaming and occasionally I’ll fire up the Sims 4 (and it runs beautifully by the way). But I’m never not impressed by how quick it is, opens applications almost instantly and wakes instantly. Also, I am new to Mac with this purchase but have owned iPhones for a decade and I love the seamless integration jumping between applications on your laptop and phone. So far I’m loving Big Sur and basically this is just a laptop that would be great for almost anyone.",True,13 people found this helpful
,5.0,"Reviewed in the United States on November 9, 2024",So far I love it! I received a premium refurbished and it’s great!,True,0 people found this helpful
,5.0,"Reviewed in the United States on July 3, 2021",So for the most part I use this for when I am traveling or out and about for my business. I find it the right size for the job I am doing and take advantage of Apples cloud storage and ways of using other Mac's as storage for information so this doesn't use storage much at all. Where this is nice is the quick user functionality it has in access these documents or programs needed seamlessly and being able to help keep my business moving on the road. Most of the time I am using browser programs to access the business info or using the cloud to access files back at the home base which is the new Mac Mini with an external hard drive that houses the business information. I find that the size makes a great traveling companion for onsite work. When connecting to a shared internet connection it is nice knowing that the channel is mostly secure and when using my iPhone shares cell connection and new chips they can help create a safe network for my means of work. If you are debating getting one for business I recommend using their cloud storage so you eliminate the focus on storage anxiety and makes it more worth it in the long run of having a user interface focused laptop. Also the battery for most of the work I am doing lasts me a week with heavy workload 4 days max. Honestly you can't get too much better for a long lasting Apple hardware focused product.,True,3 people found this helpful
,5.0,"Reviewed in the United States on December 8, 2023","I needed a new laptop for school due to the heavy work load so I bit the bullet and bought a new macbook (mainly for aesthetic). I searched for some refurbished items because I just couldn't see spending 1500$ for a new laptop. I found this one for a great price in my opinion and I was honestly shocked at the quality! Ive gotten refurbished items in the past and it is usually a hit or miss. This was definitely a hit! The quality is great it has not electrical issues, no physical issues or aesthetic issues. It looks and feels brand new. The battery life is long, and it is super helpful for long study sessions. Appearance wise it's stunning there are no dents or scratches, you wouldn't even know its refurbished. I would definitely recommend this laptop and this company if you need a new laptop but you don't want to spend new laptop prices!",True,26 people found this helpful
,4.0,"Reviewed in the United States on March 13, 2021","Pros
Works
No fan - super quiet
Screen resolution decent and looks good from most angles
super-fast response time during use
wakes up from sleep instantly
looks nice (for a laptop)
not super heavy
If you check your email, listen to Spotify, shop online (Amazon), web browse, watch Youtube videos, Zoom calls, work with Apple Photos, look at PDF's, Use Google Docs/spreadsheets - this is a great laptop

Cons
Some software is not compatible or has problems with the M1 Apple CPU ( not that I've experienced but this might impact you)
No Built-in cam cover for $1000+ laptop - and according to apple if you use your own you can damage your screen - https://support.apple.com/en-us/HT211148
When you open the laptop unless you're super careful you smudge the laptop camera/that general area - that or you open it from the sides
no LED light indicator for if the laptop is on, sleep mode, charging, fully charged
charging seems kinda slow
they removed the keyboard brightness physical buttons - but you can pin this in the top-right menu bar or and it's in the control center
side note OS
On the login screen of Big Sur, you can see the battery icon but not the exact percentage you have left - have to log in for that
still have to manually turn on ""show thousand separators"" on the calculator app",True,15 people found this helpful
,5.0,"Reviewed in the United States on October 29, 2023","I bought the 2020 M1 Macbook this year to work on my assignments on the fly. This thing js great — its lightweight, small, and most importantly, has amazing battery life. To be more specific, I’ve gotten about 20 hours of light use on one charge alone, with about maybe a 30-50% brightness.

I use other apple products as well and they intergrate seamlessly into the Macbook, I love how fast I can pair up my other devices with it.

One final thing I want to mention is that I’m primarily a windows user. Learning the laptop is a little tricky and I would recommend learning some shortcuts from videos or an online guide. I love much I can access on the trackpad with just two fingers, and this OS allows you to keep “work stations”, where you can put specific programs in a designated space and free up clutter while still having easy access to it.",True,9 people found this helpful
,5.0,"Reviewed in the United States on November 1, 2024",Works great. No issues with the Mac at all. Holds a charge. Can’t complain for the price,True,0 people found this helpful
,5.0,"Reviewed in the United States on April 29, 2021","I was scared jumping from my 2020 MBP-16 to a MB-Air. But I wanted lighter and figured I could carry both if I need the power of my Pro. Ummmm, I don't need my Pro. This thing blows my almost brand new Intel based MBP! Now, there have been some anomalies with different apps and things. No show stoppers. But you can clearly tell which apps were updated for the M1 and which weren't They work fine, but take a several seconds to open.
One process I use it for is livestreaming our church services using OBS, and iPhone and a USB Audio device for the feed from the mixer. All of this is streamed only to FB Live and recorded on machine. On the MBP, this all worked fine, but the battery couldn't keep up, even plugged in. Had the same issue on my 2018 MBP 13"". But the M1 does all of this without any issues from a power perspective. Plus, it's much more stable for this use than the MBP. I would get a lot of sticking video on the MBP and have, so far, received none on the M1.

Very happy with the price too. But, get as much memory and disk space as you can afford. Can't have too much.",True,7 people found this helpful
,5.0,"Reviewed in the United States on November 15, 2023","After only used Windows, I'm a first-time Mac user in my family. I was unable to resist the offer of this brand-new 2020 laptop in 2023. I've also been using an iPad and iPhone for a long time. In many aspects, the laptop is ideal. Overall really quick and simple to use. You notice a few small things when you move from windows, but I'm sure I'll grow used to it eventually not even in a month. The battery lasts incredibly long like even for 2 days, depends on how many hours you use them. able to utilize it fully and not become to temporarily charge it. At first, I wasn't sure whether to buy the older model and transition to Mac, but after using it, I was convinced. You won't regret it to buy it even if it's on sale, everything is just the same, I have had no issues so far.",True,30 people found this helpful
,5.0,"Reviewed in the United States on April 19, 2024","I’ve always wanted a MacBook but never allowed myself to make such a big purchase if I could not justify it. With going back to school, I knew that I needed a solid computer that would keep up with everything I needed to do. This has been amazing! Super easy to navigate, links with all my other products, never lags, image quality is beautiful, and the battery lasts for a long time too! Literally one of the best purchases I have made in a long time!",True,0 people found this helpful
,5.0,"Reviewed in the United States on May 30, 2024","I just say I am very happy with the purchase so far. Not one blemish on the laptop. Looks brand new. Came in an apple refurbished box. 100% battery health also

Only thing I'll say is I ordered the gold color not knowing it was technically rose gold. Honestly color isn't a big deal for me, I wanted a Mac but couldn't spend a ton. Worked out perfect for me!",True,3 people found this helpful
,4.0,"Reviewed in the United States on November 7, 2023","It's really surprising how cool the laptop is when you do light activities (browsing , listening to music, etc). I had no idea that some pages are loading so quick and I think this is related to the M1 processor and the optimizations in the OS.

I still have reservations on the fact that the MacBook has no vents or fans to cool itself down.It get pretty hot when doing light gaming,so I would consider getting a cooling pad.

One large drawback for me is the reduced ammount and type of ports. Thankfully the Macbook works quite well with a Dell docking station and I can take advantage of the ports on it.",True,10 people found this helpful
,5.0,"Reviewed in the United States on September 28, 2024","This MacBook gets google on it, which I needed. Thanks for refunding the other one for me.",True,0 people found this helpful
,5.0,"Reviewed in the United States on June 15, 2024",this is all you need this device runs and do all i need daily. for the average perosn we dont need much more. the m1 is ver capable device and storage if ou use i cloud really sint a issue. even if ou need more a eternal is so easy to add and will still be more storage fro the price then buying it from apple. i use my m1 daily as my main device outisde of my iphone 15 pro max,True,0 people found this helpful
,5.0,"Reviewed in the United States on October 21, 2022","This thing is amazing. I have owned several windows gaming laptops and this is hands down the best laptop I have ever purchased. The build quality is amazing, the chassis, hinge, keyboard, and mousepad all feel very high quality. the laptop is light and easy to carry around. The battery lasts what feels like a lifetime. The computer does not get hot at all (even after some heavy video editing and transcoding). Apple has truly made the best laptop on the market. Now to the negatives: I have read that the OS excessively uses virtual memory to speed up the system. After doing some initial tests I can confirm that this is true. What does this mean? this means that the Internal SSD might not last as long as it should because of the excessive write and read to the Solid state drive. I don't know I this is by design or what but it definitely feels kinda crummy for Apple to do this. I would still recommend this computer to anyone needing a laptop for school, creative work, or just general use. Buy it you won't regret it.",True,66 people found this helpful
,5.0,"Reviewed in the United States on October 24, 2024","Everything was perfect, size, design, display, weight",True,0 people found this helpful
,5.0,"Reviewed in the United States on October 30, 2024","Still holding up 3 years later with no issues, definitely worth the purchase.",True,One person found this helpful
,5.0,"Reviewed in the United States on April 19, 2024",Recently I returned to college and was using my boyfriend’s much heavier laptop…. This has been a dream! Love that it connects to all my other devices so easily and is light and easy to carry. Fits perfectly in my bag. Has even been stepped on by my chunk of a dog and has had no issues. Arrived in perfect condition ready to use! Love the color as well and the screen has a great image quality.,True,0 people found this helpful
,5.0,"Reviewed in the United States on September 17, 2023","I've been a Macintosh user since the spring of 1984! I've sold and supported them, and was the IT director of a K-12 school for 20 years. To me, the M1 MacBook Air is the finest laptop for the vast majority of purchasers. (Sorry Apple.) If you are like me, surf the Internet, do word processing and spreadsheets, a little video editing, and track my family photos - the M1 Air will serve you beyond your expectations. The M1 processor is astoundingly fast. The SSD (solid state drive) virtually eliminates the spinning beachball. iCloud or offsite storage makes the 256 GB storage more than adequate. Yes, Apple is advancing with the M2 and M3 processors, and the 15"" Air has a beautiful display, but for less than $1,000 you can't beat the M1 MacBook Air.",True,29 people found this helpful
,4.0,"Reviewed in the United States on July 24, 2021","What I liked: Apple's construction quality is second to none. Unboxing this is a delight, it's just a beautiful machine. You can start working with it as soon as the initial setup is done, which might take a few minutes. Love the display, bright colors, nice resolution, everything looks crisp. Keys are a delight to type with, real smooth. Battery life is the best I've ever witnessed, I just recharge this thing every other day, whereas my previous laptop would use three rounds of charge a day (and I had for just one year).

What I disliked: some of my favorite apps are still not ready for Apple Silicon or M1 chip. It's given me two or three random reboots with cryptic error logs already. And coming from over 25 years using mostly Windows (and some 2-3 years using Linux) I feel like I have to rewire my brain to start using the fn, control, option & command keys properly.

All in all, it's a really solid laptop although I feel like I still haven't made the most out of it. No heavy usage so far, except for some minor audio production work. Guess I'll do it eventually. Hope app compatibility gets better with time too, that's the reason for the missing star up there, otherwise, it would've been 5-stars all the way.",True,One person found this helpful
,4.0,"Reviewed in the United States on July 15, 2024",It’s ok. Learning curve when used to Microsoft Windows,True,One person found this helpful
